File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/resources/readme/exclude-caller.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/ThirdPartyNotices.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/LICENSE.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/vendor/acorn.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/vendor/acorn-loose.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/diagnosticTool.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/diagnosticTool.css is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/watchdog.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/bootloader.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/renameWorker.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/w32appcontainertokens-XTRA77NA.node is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/ui/basic-wat.tmLanguage.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/chromehash_bg.wasm is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/hash.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/ms-vscode.js-debug/src/targets/node/terminateProcess.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/media/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/resources/walkthroughs/install-node-js.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/resources/walkthroughs/create-a-js-file.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/resources/walkthroughs/learn-more.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/resources/walkthroughs/debug-and-run.svg is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/dist/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/schemas/package.schema.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/schemas/jsconfig.schema.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/schemas/tsconfig.schema.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/typescript-language-features/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/grunt/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/grunt/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/grunt/dist/main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/grunt/images/grunt.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/grunt/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/client/dist/node/jsonClientMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/server/.npmrc is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/server/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/server/dist/node/875.jsonServerMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/server/dist/node/774.jsonServerMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/server/dist/node/jsonServerMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/icons/json.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/json-language-features/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/media/demo.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/media/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/dist/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/extensions/references-view/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/server-main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/server-cli.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/nls.messages.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/base/node/ps.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/base/node/cpuUsage.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/platform/terminal/node/ptyHostMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/platform/files/node/watcher/watcherMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/CodeTabExpansion.psm1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-env.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-profile.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/GitTabExpansion.psm1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-login.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration.ps1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/fish_xdg_data/fish/vendor_conf.d/shellIntegration.fish is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-rc.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/vs/workbench/api/node/extensionHostProcess.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/out/bootstrap-fork.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/pack.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/sandbox.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/extract.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/tar-stream/headers.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/napi-build-utils/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/napi-build-utils/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/napi-build-utils/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/napi-build-utils/index.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/buffer/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/buffer/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/buffer/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/buffer/AUTHORS.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/file-uri-to-path/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/file-uri-to-path/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/file-uri-to-path/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/optional.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/LICENSE is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/node-gyp-build.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/bin.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/node-gyp-build/build-test.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/strip-json-comments/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/strip-json-comments/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/strip-json-comments/license is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/jsonfile/index.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node_modules/jsonfile/package.json is unchanged, skipping backup.
